nameEmpresa;nitEmpresa;emailEmpresa;activos;tipoEntidad
FONDO DE EMPLEADOS DE MEALS DE COLOMBIA;860521740;fonmeals@gmail.com;12475711248;Fondos de empleados
COOPERATIVA MULTIACTIVA DE LA AMERICA;811004024;coplazasecretari@gmail.com;450909876;Cooperativa sin ahorro
COOPERATIVA ESPECIALIZADA DE AHORRO Y CREDITO UNIVERSIDAD DE MEDELLIN;890985444;comudem@une.net.co;5940898997;Ahorro y credito
COOPERATIVA INTEGRAL AGROPECUARIA LA PAZ LTDA;890211042;coapaz@coapaz.com.co;6813175351;Ahorro y credito
COOPERATIVA MULTIACTIVA DE EMPLEADOS DE LA UPB SECCIONAL B/MANGA LTDA;804002465;contabilidad@coomeb.co;3166344878;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL GUAINIA;843000001;fondegua@yahoo.es;5462288613;Fondos de empleados
COOPERATIVA DE VIVIENDA IZORA;892002781;coovizora@hotmail.com;3289434519;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL GRUPO EMPRESARIAL AGROAVICOLA;890323723;gerencia@fondea.com.co;5451055307;Fondos de empleados
COOPERATIVA DE COMERCIANTES DE SANTANDER LTDA;800082286;gerencia@coocosan.com;7772979600;Cooperativa sin ahorro
INDUSTRIAS INTEGRADAS.TALLERES RURALES DEL VALLE COOPERATIVA DE TRABAJO ASOCIADO ;890311228;ind.inte@industriasintegradas.com;6531537123;Cooperativa y otros
FONDO DE EMPLEADOS DE INGENIO PROVIDENCIA;891301083;gerencia@fondofeip.com;14581130306;Fondos de empleados
FONDO DE EMPLEADOS GRUPO ACCIONPLUS;800224698;claudia-londono@accionplus.com;3639967668;Fondos de empleados
FONDO DE EMPLEADOS TECNOQUIMICAS;890306719;nuestrofondo@fondotecnoquimicas.com.co;9770599371;Fondos de empleados
COOPERATIVA AUTONOMA REGIONAL DE CAJAMARCA Y ANAIME  LTDA;800216002;carcltda@gmail.com;1159817048;Cooperativa sin ahorro
CASA NACIONAL DEL PROFESOR COOP. REGIONAL DE SUCRE;892280074;canaprosucresincelejo@gmail.com;5953059913;Cooperativa sin ahorro
FONDO DE EMPLEADOS LUKER;800036938;contabilidadfemluker@casaluker.com.co;6687775274;Fondos de empleados
COOPERATIVA DE TRABAJADORES DE MABE COLOMBIA;800120235;fonmabe@hotmail.com;3602570247;Fondos de empleados
COOPERATIVA MULTIACTIVA DE ARANZAZU;890803877;coopemarltda@hotmail.com;3607277826;Cooperativa sin ahorro
COOPERATIVA DE IMPRESORES DEL SUR LTDA;800022098;cooimpresur.contador@gmail.com;2767148666;Cooperativa sin ahorro
FONDO DE EMPLEADOS Y PROFESORES UNIAUTONOMA;890114395;fepautonoma@yahoo.com;5471096125;Fondos de empleados
FONDO DE EMPLEADOS DE COMFENALCO QUINDIO;890003013;fondofodecom@gmail.com;5568822926;Fondos de empleados
FONDO DE EMPLEADOS FONCOLOMBIA;800251812;contabilidad@foncolombia.com.co;7076424698;Fondos de empleados
COOPERATIVA DE CULTIVADORES DE CAFE LA MEJOR LTDA;810001727;cooplamejor@hotmail.com;1377662165;Cooperativa sin ahorro
COOPERATIVA DE MUJERES ANSIOSAS DEL PROGRESO ORGANIZADO;811016586;sandriyun@hotmail.com;145624331;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE TELMEX COLOMBIA;830105648;fondo.att@claro.com.co;26005965776;Fondos de empleados
FONDO DE EMPLEADOS DEL GRUPO EMPRESARIAL PEPSICO;830107564;juana.perilla@pepsico.com;15535293207;Fondos de empleados
COOPERATIVA MULTIACTIVA DE COMERCIANTES DE CAFE DE NARIÑO LTDA;814005564;coomerciacafe@hotmail.com;171315527;Cooperativa sin ahorro
COOPERATIVA DE PRODUCTORES CAMPESINOS DE COCORNA COOPROCAM LTDA;800014538;cooprocam.cocorna@gmail.com;611181003;Cooperativa sin ahorro
UNION DE PROFESIONALES PARA LA CULTURA Y LA RECREACION, U.P.C.R., ASOCIACION COOPERATIVA;830027779;contabilidad@uniondeprofsionales.coop;11524100581;Cooperativa sin ahorro
ASOCIACION MUTUAL SAN JAVIER;890982135;asmutual@une.net.co;1481494439;Mutuales
FONDO DE EMPLEADOS DE LA SALUD DEL HUILA - FONSALUDH;800131939;servicioalcliente@fonsaludh.com;8130033983;Fondos de empleados
COOPERATIVA MULTIACTIVA DE LA UNIVERSIDAD DE LOS LLANOS;892001439;counillanos@unillanos.edu.co;6644588781;Cooperativa sin ahorro
FONDO DE EMPLEADOS Y JUBILADOS DE LAS EMPRESAS PRESTADORAS DE SERVICIOS PUBLICOS DE ARMENIA;801004398;fonepa_2003@hotmail.com;1297741839;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SERVICIOS BERLIN;830071133;contabilidad@coopberlin.com;2068457128;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE APORTE Y CREDITO;819004364;cootradrum_ltd@hotmail.com;3221308134;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE FALCON FARMS DE COLOMBIA;830024777;fefalcon@falconfarms.com.co;4361004753;Fondos de empleados
FONDO DE EMPLEADOS FONFRESENIUS;830142623;edgar.pedraza@fmc-ag.com;15942597246;Fondos de empleados
COOPERATIVA DE RECREACION CULTUTA Y BIENESTAR SOCIAL;824006120;gerencia@vidacoop.com.co;1945891041;Cooperativa sin ahorro
SOCIEDAD COOPERATIVA DE MICROFINANZAS;830136943;contador@creolibranzas.com;6251155530;Cooperativa sin ahorro
COOPERATIVA DE EMPLEADOS DEL SECTOR SALUD EN EL DEPARTAMENTO DEL GUAVIARE;822007506;cooptecho@hotmail.com;2118905223;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE CONSTRUCTORES DE GRANADA;900711601;coonstrugranda@gmai.com;391575674;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE SERACIS;900798447;feseracis@seracis.com;4918814905;Fondos de empleados
SERVICIOS GENERALES COOPERATIVOS DEL CARIBE;900860525;servigecoop@hotmail.com;411011266;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE TELEPERFORMANCE;901084948;gerenciatp4u@teleperformance.com;19191963488;Fondos de empleados
FONDO DE EMPLEADOS CONSTRUIMOS SUEÑOS;901217197;gerencia@fonconstruimos.com.co;3261143646;Fondos de empleados
COOPERATIVA MULTIACTIVA AGRICULTORES DEL TOLIMA COAGRITOL;901523617;coagritol@gmail.com;65790692;Cooperativa sin ahorro
COOPERATIVA ASOCIADOS COMERCIALIZACION Y PRODUCCION  CARBONIFERA DE COLOMBIA;860519602;coacprocol@hotmail.com;2613355450;Cooperativa sin ahorro
FONDO DE EMPLEADOS MOUNTAIN ROSES S.A.;832001828;ivonne.romero@mountainroses.com;4408798089;Fondos de empleados
FONDO DE EMPLEADOS EXXONMOBIL;860007345;fondexxom@fondexxom.com;28483747785;Fondos de empleados
FONDO DE EMPLEADOS DE HONOR Y LAUREL;830023205;fedehola@honorlauresl.com.co;3775646686;Fondos de empleados
FONDO DE EMPLEADOS DE LA FUNDACION SANTA FE DE BOGOTA;800041040;contabilidad@fondofe.com.co;19650143446;Fondos de empleados
FONDO DE EMPLEADOS DE JARDINES DE LOS ANDES;860049030;fondo@jarandes.com;11144991112;Fondos de empleados
COOPMSD;860016832;milena.suarez@coopmsd.com.co;10170895649;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE MILITARES EN RETIRO LTDA.;860008934;gerencia@coomilitarltda.com;15867396279;Cooperativa sin ahorro
FONDO DE EMPLEADOS HOSPITAL DE LA MISERICORDIA;800241989;fondofem@fondofem.com;9369255917;Fondos de empleados
COOPERATIVA DE APORTES Y CREDITO TEQUENDAMA LTDA;860015979;cooptequendama_ltda@hotmail.com;816302075;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE AHORRO Y CREDITO DE LOS EMPLEADOS DE GAS NATURAL;800119787;fagas@fagas.com.co;23205169806;Fondos de empleados
FONDE DE EMPLEADOS DE LA FEDERACION NACIONAL DE CAFETEROS PARA SU DESA;890801038;coordinacionadmin.fondesarrollo@cafedecolombia.com;11839831906;Fondos de empleados
FONDO DE EMPLEADOS DE LA PREVISORA SA CIA DE SEGUROS;860029548;contador@grupofep.com;15921468575;Fondos de empleados
COOPERATIVA DE TRABAJADORES DE COLCERAMICA CORONA DE BOGOTA Y CUNDINAMARCA;860027888;claudiabeltran@coopcorona.com;6016997320;Cooperativa sin ahorro
COOPERATIVA DE SUBOFICIALES COOLEGUIZAMO;860037351;cooleguizamo@outlook.com;5468942603;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA PERSONERIA DE BOGOTA D.C.;800228967;fondoeper@feperbo.com;8270303956;Fondos de empleados
COOPERATIVA ANTIOQUEÑA DE TRABAJADORES GRUPO CAFETERO;890985172;somoscafe@coagrupo.com;4204518577;Ahorro y credito
COOPERATIVA INTEGRAL DE URRAO;890985162;coopiurrao@gmail.com;2026288672;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL HOSPITAL PABLO TOBON URIBE;890936278;msaldarriaga@hptu.org.co;29082863747;Fondos de empleados
COOPERATIVA INTEGRAL DE LOS TRABAJADORES Y PENSIONADOS DEL SENA REGIONAL MAGDALENA LTDA;891702156;cootrasenamag@gmail.com;789175263;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE EMPLEADOS DE LA UNIVERSIDAD DEL NORTE.;890108562;gerente@coouninorte.com;3489889898;Cooperativa sin ahorro
COOPERATIVA DE AHORRO Y CREDITO DE EMPLEADOS DEL SECTOR FINANCIERO;800023773;cooeban@cooeban.com.co;9950218284;Ahorro y credito
COOPERATIVA DE TRABAJADORES Y PENSIONADOS DE CIA DEL ACUEDUCTO METROPOLITANO DE BUCARAMANGA LTDA.;890204901;cootrapab@hotmail.com;2589489278;Cooperativa sin ahorro
AUDITORIA DE EMPRESAS COOPERATIVAS;800004053;audicoopltda@yahoo.com;276549717;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO DE RECICLAJE Y SERVICIOS COOPRESER LTD;800013252;contabilidad@coopreser.com;2096042965;Cooperativa y otros
COOPERATIVA DE TRABAJADORES DE LA FUNDACION VALLE DE LILI;800165030;gonzalo.bustamante@fvl.org.co;4890065593;Cooperativa sin ahorro
COOPERATIVA DE EGRESADOS DE LA UNIVERSIDAD DEL VALLE LTDA.;890332141;counivalle20@hotmail.com;3767797072;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE VIDRIEROS;890320598;coovidrios@coovidrios.com;2080189198;Cooperativa sin ahorro
COOPERATIVA FERROVIARIA DEL PACIFICO LTDA.;890303597;cooperativaferroviariadelpacifico@hotmail.com;5681907904;Cooperativa sin ahorro
COOPERATIVA DE LA UNIVERSIDAD NACIONAL DE COLOMBIA;891301156;counalgerencia@counal.com.co;6849570801;Ahorro y credito
COOPERATIVA DE LOTEROS DE SUCRE LTDA;892280089;coodelosul@hotmail.com;281570276;Cooperativa sin ahorro
COOPERATIVA OVINA DE MARULANDA;890800182;coopovinamarulanda@yahoo.es;1481355657;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS CONFAMILIARES;890807462;coopsecon@hotmail.com;4974210301;Cooperativa sin ahorro
COOPERATIVA DE COMUNICACIONES DE CALDAS LTDA;890801110;cooperativadecomunicaciones@hotmail.com;5968500439;Cooperativa sin ahorro
FONDO DE EMPLEADOS  DE  GRACETALES;800218158;gerencia@fongracetales.com;1009025291;Fondos de empleados
FONDO DE EMPLEADOS DE PROCAPS S.A.;800233440;vtejera@procaps.com.co;16453179662;Fondos de empleados
COPERATIVA DE AHORRO Y CREDITO LA BELLEZA;890205393;coombel@coombel.coop;9759617862;Ahorro y credito
COOPERATIVA MULTIACTIVA  NACIONAL DE EMPLEADOS DE TRANSITO Y TRANSPORTE LTDA.;890207170;cooptransportarltda@gmail.com;768918820;Cooperativa sin ahorro
FONDO DE PROFESORES DE LA UNIVERSIDAD DEL CAUCA;891502063;fonduc@unicauca.edu.co;27394184985;Fondos de empleados
COOPERATIVA MULTIACTIVA   DEL MAGISTERIO PARA EL DESARROLLO DEL NORTE;800209940;coomadenort@hotmail.com;7605152514;Cooperativa sin ahorro
FONDO DE AHORRO DE PROFESORES Y EMPLEADOS DE LA UFPS;890501163;faproemufps@gmail.com;4220088416;Fondos de empleados
COOPERATIVA MULTIACTIVA DE CENTRALES ELECTRICAS DE NARIÑO LTDA;891224291;coopcen_cedenar@hotmail.com;5277242677;Cooperativa sin ahorro
FONDO DE EMPLEADOS GORETTI;891224070;fondoempleadosgoretti@gmail.com;11801691291;Fondos de empleados
COOPERATIVA EMPRESARIAL DE RECICLADORES DE NARI#O;814000742;coemprenderesp@gmail.com;2837096260;Cooperativa sin ahorro
COOPERATIVA DE AHORRO Y CREDITO DEL PARAMO LTDA;890204980;cooparamoltda@gmail.com;14997616549;Ahorro y credito
COOPERATIVA GAVICOL COOGAVICOL;800250159;auxcontable@coopgavicol.com;3189038436;Cooperativa sin ahorro
FONDO DE EMPLEADOS PARA EMPRESAS DE COMUNICACIÓN Y DE SERVICIOS;830009762;servicio@foneps.com.co;9059449685;Fondos de empleados
FONDO DE EMPLEADOS DE COLOMBIANA DE COMERCIO  CORBETA Y/O ALKOSTO S.A.;830046245;foncorbeta@colcomercio.com.co;25122848457;Fondos de empleados
FONDO DE EMPLEADOS DE COMFENALCO;890706744;fecomfenalco1@hotmail.com;1869432072;Fondos de empleados
COOPERATIVA AGROMINERA BARROBLANCO;800213039;caolinesdeoiba@gmail.com;3411855816;Cooperativa sin ahorro
COOPERATIVA INTEGRAL DE VIVIENDA PUENTE EL COMUN;832003739;coovivienda@yahoo.com;1436109609;Cooperativa sin ahorro
FONDO DE EMPLEADOS CONINSA S.A Y RAMON H. LONDO#O S.A.;890985399;jramirez@coninsa.co;5782092340;Fondos de empleados
COOPERATIVA MULTIACTIVA DE MANIPULADORES COPACABANA;811013857;maelena0729@gmail.com;1141524284;Cooperativa sin ahorro
COOPERATIVA COLOMBIANA MULTIACTIVA DE SERVICIOS LTDA;830089882;colmilcoo4@hotmail.com;789323318;Cooperativa sin ahorro
TRAVEL GROUP ENTIDAD COOPERATIVA;830128428;contabilidad@travelgroup.travel;5149639560;Cooperativa sin ahorro
ASOCIACION DE BANANEROS DE RIOFRIO ENTIDAD COOPERATIVA;800025918;asobanarcoop@hotmail.com;1975404205;Cooperativa sin ahorro
COOPERATIVA NUEVO MILENIO;805018942;cooperativanuevomilenio@hotmail.com;4724269162;Cooperativa sin ahorro
CULTURAL ANDINO S.C.;830120996;gerencia@culturalandino.co;2495629916;Cooperativa sin ahorro
COOPERATIVA PRODUCTORES CARBON PROVINCIA VALDERRAMA;800145904;cooproval.oc@gmail.com;620563703;Cooperativa sin ahorro
FONDO DE EMPPLEADOS DE QUALA S.A.;830028961;feqsa@quala.com.co;19669911257;Fondos de empleados
FONDO DE EMPLEADOS DE ALIMENTOS LA CALI S.A.;805004945;fondalcali@lacali.com;1278284693;Fondos de empleados
FONDO DE EMPLEADOS INCAUCA;890331253;contabilidad2@fondoicauca.com.co;18494630413;Fondos de empleados
COOPERATIVA DE TRABAJADORES DE LA EDUCACION;800036380;cooteam@hotmail.com;2670870627;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE GASES DE OCCIDENTE S.A. E.S.P.;805004548;fegoccidente@gdo.com.co;10653929237;Fondos de empleados
COOPERATIVA DE EMPLEADOS DE GIROS Y FINANZAS C.F. S.A.;805011263;cooperativa@girosyfinanzas.com;4500310083;Cooperativa sin ahorro
FONDO DE EMPLEDOS DE GENSA;810003036;fongensa@gensa.com.co;1928577358;Fondos de empleados
COOPERATIVA MULTIACTIVA ACTIVACOOP Y TAMBIEN PODRA IDENTIFICARSE CON LA SIGLA ACTIVACOOP;830067197;serviasociado@actviacoop.co;6298784829;Cooperativa sin ahorro
FONDO DE EMPLEADOS Y PENSIONADOS DE INRAVISION-CAJA ACOTV;830076832;fondovision@gmail.com;5550448303;Fondos de empleados
COOPERATIVA AMIGOS SIGLO XXI;830090129;coopamigosiglo@hotmail.com;6842141364;Cooperativa sin ahorro
ASOCIACION MUTUAL VIDA Y SOLIDARIDAD;811039703;vidasol@coredi.edu.co;2818450228;Mutuales
COPERATIVA PARA CAPACITACION MICROEMPRESARIALES ORGANIZADAS;802024702;coocamior4@hotmail.com;321707353;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE SEGURIDAD OMEGA Y ADMINISTRACIONES G.J. LTDA.;900060912;gerencia@fondesa.co;10744221635;Fondos de empleados
COOPERATIVA DE PRODUCTOS AGROPECUARIOS LIMITADA;804016613;cooproagro@yahoo.com;2165483049;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO COOSERVITEX;900115941;coo-servitex@hotmail.com;318780777;Cooperativa y otros
FONDO DE EMPLEADOS GRUPO VERDE;900174349;contabilidad@fegrupo.com.co;4049926521;Fondos de empleados
COOPERATIVA COOPERAEL;900074186;contabilidad@cooperael.com;7493282945;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS Y GESTION COMERCIAL;900081326;coomultigest870@hotmail.com;1847482938;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE FLORES UNITOL;900212475;fondounitol@outlook.com;4854545431;Fondos de empleados
FONDO DE EMPLEADOS DE GRANTIERRA ENERGY COLOMBIA LTDA;900229801;luzdaryvillamil@fongrantierra.com;19408948558;Fondos de empleados
COOPERATIVA MULTIACTIVA DE LLANTAS DE LA GUAJIRA;900045527;wallancoop@hotmail.com;4457194925;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIO COOCARBELL;900277396;contabilidad@coopcoocarbell.com;3860688783;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA DE ARAUQUITA;834000820;coomprocar@hotmail.com;895904281;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE DESARROLLO NACIONAL COOPDENAL;900380728;cartera@coopdenal.com;3936584302;Cooperativa sin ahorro
FONDO DE ENPLEADOS DE LAS EMPRESAS ADSCRITAS A C.I TROPICAL S.A;900225666;fetropi@citropical.com;3145335213;Fondos de empleados
COOPERATIVA MULTIACTIVA ELIMCOOP;900483865;gerencia.elimcoop@gmail.com;4545327604;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA COASISTIR;900780761;cooperativa.coasistir@hotmail.com;1184918251;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE INCAUCA COSECHA;900878398;feincosecha@gmail.com;5640665041;Fondos de empleados
FONDO DE EMPLEADOS DE LA INDUSTRIA DE CONTACT CENTERS Y BPO;900902050;novedades@oneprisma.com;4715678726;Fondos de empleados
FONDO DE EMPLEADOS DE FEDEARROZ;860035482;fonfedearroz@fedearroz.com.co;22831108319;Fondos de empleados
COOPERATIVA MULTIACTIVA DE MERCADEO, CREDITO ASOCIADO COOMERCA;860022074;gerencia@credicoomerca.com;5539947641;Cooperativa sin ahorro
COOPERATIVA EMPLEADOS DE LA REGISTRADURIA  NAL. DEL ESTADO CIVIL;860011164;coopereginal@yahoo.com;2432177990;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DEL SECTOR MINERO - ENERGÉTICO Y DE ACTIVIDADES CONEXAS Y COMPLEMENTARIAS.;830019923;dayis0408@hotmail.com;3781454800;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE LA UNIVERSIDAD NACIONAL ABIERTA Y DISTANCIA;860526545;unadcoop@unad.edu.co;6693247230;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SOMBREROS COLUMBUS LTDA;860024620;coopcolumbus@hotmail.com;1044588416;Cooperativa sin ahorro
FONDO  DE EMPLEADOS DE LA CORPORACION CLUB EL NOGAL;830022570;fondodeempleados@clubelnogal.com;12270658998;Fondos de empleados
COOPERATIVA MULTIACTIVA DE LOS EMPLEADOS Y PENSIONADOS DEL INSTITUTO NACIONAL DE CANCEROLOGIA EMPRESA SOCIAL DE ESTADO;860024378;administrador@codecancoop.com.co;4703192502;Cooperativa sin ahorro
COOPKENNEDY;860026344;coopkennedy@hotmail.com;1567484526;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL F.N.A.;860047940;empleados1@fna.gov.co;26473808822;Fondos de empleados
FONDO DE EMPLEADOS DE MAPFRE;860074149;kgjimen@mapfre.com.co;17958032906;Fondos de empleados
FONDO DE EMPLEADOS DE LA CAJA DE RETIRO DE LAS FUERZAS MILITARES;860530285;fodemcremil_07@hotmail.com;833243361;Fondos de empleados
COOPERATIVA DE TRABAJADORES DE LA INDUSTRIA DE LA MADERA;860027184;madecoop@hotmail.com;2434915968;Cooperativa sin ahorro
COOPERATIVA DE EMPLEADOS DEL MINISTERIO DE RELACIONES EXTERIORES;860022294;coopminexteriores@coopminexteriores.com;7344323697;Cooperativa sin ahorro
COOPERATIVA FAMILIA HENKEL COLOMBIANA S.A.S.;860013467;sandra.fetecua@colaborar.org.co;6986624128;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LABORATORIOS SYNTHESIS LTDA Y CIA S.C.A.;860029517;gerencia@felsyn.com;7960007094;Fondos de empleados
FONDO MIXTO DE EMPLEADOS DE LA EDUCACION FONDEMED;800034631;betsatru@hotmail.com;530559664;Fondos de empleados
COOPERATIVA MULTIACTIVA  AGUSTIN  CODAZZI;860013465;correo@coogeografico.com;4503828746;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL GRUPO EMPRESARIAL PANAMCO;860077747;administracion@fonempa.com;6537163747;Fondos de empleados
FONDO DE EMPLEADOS DE PWC;800056427;henry.gomez@pwc.com;7030090242;Fondos de empleados
FONDO DE EMPLEADOS GRUPO CARVAL;830032254;gerencia.fecarval@pharmetique.com;8468714182;Fondos de empleados
FONDO DE EMPLEADOS DEL SECTOR AEREO FEMHEL;860010743;gerencia@femhel.com;5938424434;Fondos de empleados
FONDO DE EMPLEADOS DE LAS EMPRESAS AGRUPADAS;890311104;fongrupo@fongrupo.com;4238815640;Fondos de empleados
FONDODE EMPLEADOS DE CHALLENGER S A ;800241938;fondo.empleados@challenger.co;7658860620;Fondos de empleados
FONDO DE EMPLEADOS DE PREBEL  S A ;890924379;fondo.prebel@prebel.com.co;9112931896;Fondos de empleados
MILENIO FONDO DE EMPLEADOS;890928567;milenio1979@gmail.com;8317506686;Fondos de empleados
COOPERATIVA DE TT DE EL COLOMBIANO LTDA.;890905709;codelco@elcolombiano.com.co;6269981042;Ahorro y credito
FONDO DE EMPLEADOS FEADE;890985058;feade@une.net.co;11017213075;Fondos de empleados
FONDO DE EMPLEADOS DEL MUNICIPIO DE ENVIGADO;800002845;contabilidad@femue.com.co;3856518668;Fondos de empleados
FONDO DE EMPLEADOS DE LOCERIA COLOMBIANA S.A.;811008999;smtaborda@corona.com.co;12091248429;Fondos de empleados
FONDO DE EMPLEADOS DE COLCERAMICA S.A.;811006216;sperez@corona.com.co;11018009217;Fondos de empleados
FONDO DE EMPLEADOS DEL HOSPITAL GENERAL DE MEDELLIN LDA.;890985326;fodehg@gmail.com;8702925615;Fondos de empleados
FONDO DE  EMPLEADOS PARA LA ASISTENCIA SOCIAL DE LA U.T.P;891408243;fasut@utp.edu.co;1036460145;Fondos de empleados
COOPERATIVA NACIONAL DE LA VIVIENDA;890209581;conalvivienda@hotmail.com;4427937974;Cooperativa sin ahorro
FONDO DE AHORRO Y VIVIENDA EMPLEADOS DE COPETRAN LTDA;890210111;contabilidadfavic@hotmail.com;3169959963;Fondos de empleados
FONDO EMPLEADOS PONTIFICIA UNIVERSIDAD JAVERIANA SECC CALI;800157751;jjromero@javerianacali.edu.co;7150969436;Fondos de empleados
UNIDAD COOPERATIVA MULTIACTIVA UNIDACOOP LTDA;890318406;contabilidad@unidacoop.com;2399232982;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE DELIMA;890326111;contador@coopdelima.com.co;4470453798;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE TRABAJADORES DE LA SALUD;890207530;coosalud@intercable.net.co;5001011533;Cooperativa sin ahorro
FONDO DE EMPLEADOS ENERGIFONDO;805003910;arodriguez@energifondo.com;15311814617;Fondos de empleados
FONDO DE EMPLEADOS DE LA CAMARA DE COMERCIO DE CALI;890326671;avenir@ccc.org.co;6399983807;Fondos de empleados
COOPERATIVA MULTIEMPRESAS;891300056;gerencia@multiempresas.com.co;7936067775;Ahorro y credito
COOPERATIVA MULTIACTIVA DE EMPLEADOS DE LA SALUD DE CASANARE LTDA;891857849;coomescaltda@coomesca.com;3342865399;Cooperativa sin ahorro
COOPERATIVA INTEGRAL DE PROFESORES Y EMPLEADOS DEL SECTOR EDUCATIVO DE;891800584;coompes@yahoo.es;575739636;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DEL INEM DE IBAGUE;890704859;coopinemibague@hotmail.com;5328925505;Ahorro y credito
FONDO DE EMPLEADOS DE LA FABRICA DE CAFE LIOFILIZADO;890802275;fondo@fonfabricafe.coop;19378537867;Fondos de empleados
COOPERATIVA MULTIACTIVA DE PERSONAL AL SERVICIO DEL ESTADO CBIANO LTDA;890804386;coopebeneficencia@gmail.com;4080449057;Cooperativa sin ahorro
COOPERATIVA COMERCIALIZADORA DE SALAMINA;800203989;coomersa92_@hotmail.com;263024805;Cooperativa y otros
FONDO DE EMPLEADOS DE LA SOCIEDAD PORTUARIA DE SANTA MARTA;819001439;fesport@spms.com.co;6923832155;Fondos de empleados
FONDO DE EMPLEADOS DE ESENTTIA;800091618;sally.betin@esenttia.co;39585999859;Fondos de empleados
COOPERATIVA DE APORTES Y CREDITO DE LOS PENSIONADOS Y CAUSAHABIENTES DE LA EMPRESA PUERTOS DE COLOMBIA;890105173;coopempucol@coopempucol.com;821007843;Cooperativa sin ahorro
